Latitude,Longitude,Cd (mg/kg),Cr (mg/kg),Ni (mg/kg),Pb (mg/kg),Zn (mg/kg),Cu (mg/kg),Co (mg/kg)
-29.7464,18.1589,0.0000,25.9400,11.5000,9.3600,32.8200,12.7200,4.0200
-29.9072,18.4247,0.0000,38.4300,19.0700,14.1300,69.2400,20.2400,10.1700
-29.8289,19.3683,0.0000,31.9400,16.2200,11.3100,38.5700,15.3900,5.1800
-29.5144,19.6317,0.0000,35.6200,24.8300,11.9900,103.9500,29.5500,9.5900
-29.2225,19.7572,0.0000,42.0600,19.7500,12.7800,61.5400,20.7200,7.8200
-29.1242,19.4106,0.0000,21.0800,28.8200,17.6900,140.0800,50.9100,10.0200
-29.4394,17.7303,0.0000,21.5600,7.5700,10.4100,21.8900,9.7200,2.0500
-29.2836,17.7467,0.0000,43.7700,24.7500,19.9000,110.0500,32.2400,13.8100
-28.9333,17.7497,0.0000,32.3600,22.6700,9.5200,78.5000,30.5500,10.4500
-29.1403,17.1297,0.0000,45.5800,32.6700,9.1400,88.7100,36.3400,17.6400
-29.1047,16.8419,0.0000,22.5600,13.2000,5.1400,23.8000,7.5000,4.3800
-29.7897,17.4311,0.0000,25.8700,8.1500,11.0200,35.4400,8.7500,4.6000
-28.6897,16.5667,0.0000,19.8800,11.2600,6.1100,21.7800,5.7300,3.6700
-28.1864,17.1244,0.0000,27.9800,19.1900,13.4100,64.2000,34.2000,11.0000
-28.3236,17.1881,0.0000,22.2000,21.4900,14.2600,89.5200,33.4900,13.4600
-28.4344,16.9814,0.0000,44.5800,19.9300,14.4500,74.7000,14.7500,11.5400
-30.1981,17.3047,0.0000,45.4600,9.7700,10.2800,27.4400,8.1000,4.2900
-30.6006,17.6022,0.0000,13.8900,6.5200,15.1700,32.1300,5.7800,4.6800
-30.9683,17.8364,0.0000,17.8500,6.4300,23.1900,39.9200,7.1000,4.0000
-31.1975,17.8608,0.0000,47.7900,11.3400,13.1900,39.6600,10.8600,5.4700
-30.2483,17.6497,0.0000,23.2300,7.3700,12.6100,48.0800,9.8700,7.7200
-30.2019,17.945,0.0000,23.3400,13.9600,18.3300,83.6600,21.5100,10.6300
-30.645,18.1247,0.0000,24.7300,9.1500,21.5500,29.1600,5.7200,9.1400
-30.3911,18.1372,0.0000,6.4000,5.6800,12.8500,109.5400,5.9900,5.0100
-30.2031,18.0445,0.0000,20.6300,11.7000,20.5000,49.7800,7.5600,11.0300
-30.0792,18.2547,0.0000,8.7100,7.0100,15.4100,65.4200,8.1000,7.0900
-30.4175,18.5953,0.0000,23.0700,12.9300,12.6800,94.7100,15.1800,7.0200
-30.3097,18.8581,0.0000,53.9200,33.6300,15.5300,102.6500,52.3800,16.2700
-30.8817,18.7136,0.0000,38.2100,14.5600,13.9100,55.0200,16.0700,4.6900
-30.8153,19.0297,0.0000,42.1000,21.4100,10.0900,79.5500,22.6700,8.3700
-30.9508,19.4703,0.0000,58.9100,28.2300,30.2000,79.9500,33.5000,13.1600
-30.7133,19.8542,0.0000,35.5700,26.0200,23.5700,116.4100,35.7300,10.0600
-30.5636,19.9303,0.0000,66.1300,36.5400,10.0300,91.3000,34.9500,13.7400
-30.6469,19.3431,0.0000,45.4600,49.0400,4.9400,58.9500,54.4500,20.0000
-30.5178,19.3014,0.0000,14.0900,65.5200,2.1400,49.1100,96.4200,27.6800
-30.3967,19.2331,0.0000,38.2800,34.0700,9.1900,69.2300,58.1300,15.9200
-30.0503,19.4472,0.0000,18.4500,40.9800,5.1400,91.4800,130.5300,18.1800
-24.7767,29.1556,0.0000,112.9000,45.7100,8.2900,63.0200,32.0300,9.5000
-24.8586,28.7858,0.0000,124.3000,59.0100,14.6100,67.8700,44.1000,32.0900
-24.5939,28.2833,0.0000,77.7700,39.8100,14.2400,31.5400,10.3300,17.6700
-24.2317,28.2086,0.0000,15.9700,7.4700,4.1500,45.9000,4.2200,2.7200
-24.0139,28.3869,0.0000,41.7200,21.3400,15.6800,18.4300,17.9400,11.1100
-23.5297,28.6914,0.0000,50.7400,26.5200,6.6600,20.9200,12.6200,8.8400
-23.2458,28.4533,0.0000,89.0700,32.8900,9.1000,52.5500,16.5000,11.2200
-23.2978,28.2686,0.0000,64.2700,48.2900,17.8100,39.3900,25.1600,11.9700
-23.1525,28.2147,0.0000,65.0900,25.9000,6.9700,18.2100,12.1900,6.6200
-22.7133,28.3883,0.0000,47.1100,24.0500,7.4200,38.1300,18.4200,6.8600
-22.7486,28.7475,0.0000,38.8800,35.2600,3.8000,52.5600,22.2100,10.1000
-22.6345,28.7797,0.0000,44.1900,28.4200,11.9900,35.0400,19.2300,7.9500
-22.6739,29.0642,0.0000,106.5000,64.5700,10.7400,88.0000,41.0700,17.5000
-22.2439,29.3736,0.0000,16.3600,13.6900,1.3500,6.4000,4.5600,1.0700
-22.4992,29.2081,0.0000,87.9700,156.3300,7.6700,86.1900,23.9100,13.9700
-22.5883,29.32,0.0000,56.0300,47.5400,8.5000,85.9100,41.8200,16.5900
-22.8783,29.2094,0.0000,117.6800,153.8800,3.5600,54.1100,35.3600,21.1800
-23.3581,29.3161,0.0000,127.4800,66.1800,7.8100,48.0200,29.0900,12.1900
-23.2928,29.1517,0.0000,71.8400,28.1600,14.2600,13.7100,10.9500,11.3600
-23.4153,29.2842,0.0000,124.7800,58.4500,6.4800,39.0400,23.6900,7.7400
-23.4472,29.8994,0.0000,79.7400,62.2200,9.8100,76.3400,92.2200,29.2600
-23.7108,30.1297,0.0000,131.4700,51.1900,34.8000,93.6300,48.4400,10.7800
-23.9114,30.675,0.0000,265.2000,217.5000,7.6300,113.1000,81.6800,49.2800
-23.6989,30.8728,0.0000,30.5600,24.5600,6.4400,52.9600,31.8900,8.9600
-23.6833,30.9936,0.0000,26.0100,21.9900,10.8900,51.9800,47.8400,9.6300
-23.9214,31.0394,0.0000,67.1900,44.3800,5.4800,29.6400,68.9500,6.3000
-23.8858,29.6883,0.0000,82.2200,38.4300,10.5300,31.4200,15.8100,8.6100
-23.6414,29.6222,0.0000,107.5900,54.5400,8.8400,37.9400,40.0000,14.8600
-23.7358,29.4081,0.0000,221.5300,169.2700,8.1500,52.7300,32.6400,14.8600
-23.9195,29.3269,0.0000,41.0000,22.7700,8.8600,24.8900,20.4800,8.7400
-24.0697,29.35,0.0000,126.2100,56.7300,6.0200,129.6600,41.9200,14.1800
-24.2933,29.2794,0.0000,34.8100,21.1100,8.0700,34.1700,23.0300,10.7500
-23.9742,28.9531,0.0000,46.0600,39.3400,13.0700,17.2200,16.4300,9.6500
-24.0314,28.7736,0.0000,6.7600,1.7200,7.2200,44.1200,1.7400,0.3900
-24.117,28.7214,0.0000,34.5100,11.5800,6.3300,9.5600,17.5200,2.9500
-24.4736,28.7444,0.0000,136.6400,24.1600,11.1000,28.2200,26.0500,19.3600
-32.7181,18.9175,0.0000,13.3700,7.2000,3.8600,65.0600,6.4200,0.5000
-32.2858,18.8942,0.0000,0.5600,2.6100,3.6500,3.6600,0.8600,0.3300
-32.1683,18.8225,0.0000,13.0400,2.4400,2.3800,13.4800,1.4100,0.6700
-32.2172,18.6853,0.0000,0.6200,5.2400,3.1300,2.7500,0.8300,0.9400
-32.1319,18.4828,0.0000,4.3900,1.2000,2.6200,11.8300,0.7200,0.5600
-32.1331,18.4814,0.0000,0.9100,4.9900,2.7600,60.9000,1.5900,0.7600
-31.6861,18.2261,0.0000,61.0600,17.5700,8.7600,36.6700,13.6100,6.9800
-31.2783,18.2875,0.0000,27.0700,11.1900,7.4800,42.1600,13.9700,6.2900
-31.0519,18.1078,0.0000,7.4600,22.7500,11.5000,51.7400,10.4800,6.4600
-31.1569,18.5656,0.0000,33.3700,19.6600,14.2800,51.7100,18.5300,9.5500
-34.1128,18.8872,0.0000,8.1300,11.6800,12.9100,7.9100,6.6800,0.9500
-34.2106,19.3819,0.0000,26.8300,31.7100,23.9200,72.1000,19.5800,19.3700
-34.4395,19.8442,0.0000,45.8900,58.0600,34.7100,162.1200,40.0500,22.0700
-34.7708,20.0311,0.0000,2.1200,35.8600,2.0200,11.4800,5.9500,5.3700
-34.4006,20.1514,0.0000,11.4600,6.6100,12.7200,12.1800,5.4200,1.9000
-34.085,20.6367,0.0000,17.9400,20.9300,10.2600,41.1200,9.5300,6.2900
-34.2661,21.0242,0.0000,41.6700,25.5400,21.1000,34.1500,11.3600,12.9900
-34.3281,21.4025,0.0000,13.7800,11.7000,5.4400,17.7400,3.5100,2.4700
-34.1717,21.3264,0.0000,22.1300,8.5700,7.9800,25.3500,4.8900,2.0900
-33.9047,21.7064,0.0000,4.0600,6.5700,8.8600,79.8500,3.1100,0.1800
-33.7828,21.2239,0.0000,20.9800,30.8200,13.9400,85.7100,15.5500,10.5000
-33.5125,21.6617,0.0000,10.8000,8.1500,9.3700,31.7800,8.2100,3.8000
-33.62,21.8017,0.0000,12.5500,10.4600,8.6000,33.1700,7.4600,2.7600
-33.6775,22.2458,0.0000,29.7000,36.6500,31.0100,107.4000,21.3500,12.8500
-33.6761,22.2461,0.0000,21.4600,30.7700,13.5300,83.8500,22.4300,11.9800
-33.94,22.7181,0.0000,15.4200,20.6900,8.7700,11.9800,3.0300,0.3000
-33.9689,23.7278,0.0000,8.1000,1.8000,5.1100,11.6300,0.4800,0.3100
-26.8486,24.3519,0.0010,50.9300,68.9100,10.2100,27.9800,8.5100,5.3400
-26.7369,24.3717,0.0010,42.7500,66.2800,7.1700,23.7800,7.8300,4.4600
-26.2211,23.9136,0.0010,29.4400,58.0300,3.9400,9.3000,2.6000,1.8800
-26.1828,23.4108,0.0010,26.4600,58.4300,3.2200,14.7700,2.5100,1.7800
-26.1553,23.4664,0.0010,27.4100,59.7500,3.2300,14.6900,2.5200,1.3400
-25.8644,23.4314,0.0010,27.4100,73.6100,2.2600,11.9400,4.7100,1.2900
-25.8922,24.0003,0.0010,28.2000,68.0600,3.2800,22.4000,2.5100,1.5400
-25.7672,23.7064,0.0010,29.8200,90.3800,3.0800,14.4000,2.2200,2.1000
-25.6614,23.6967,0.0010,25.6600,85.4900,2.8800,11.1000,1.3400,1.4200
-25.3067,23.3681,0.0010,25.3600,75.6200,2.3900,10.4300,2.4100,1.4300
-25.505,22.8683,0.0010,24.0000,83.0800,2.4800,14.9900,1.9300,1.2400
-26.2914,23.1706,0.0010,27.9800,80.5600,3.3700,17.3300,2.3700,1.2600
-26.2933,23.1583,0.0010,36.6000,72.6100,8.6000,61.3700,12.6500,4.4500
-26.4714,23.0964,0.0010,28.5900,68.4500,7.0000,18.1400,2.9400,1.5600
-26.5803,22.6714,0.0010,27.8000,77.9800,3.4400,12.4600,2.7600,1.5100
-26.4847,22.4283,0.0010,24.8800,85.2500,3.5400,12.6300,1.7000,1.2100
-26.7183,22.3631,0.0010,21.1700,15.5600,4.7000,22.6300,8.8300,3.6900
-26.7411,22.3047,0.0010,10.8300,7.1200,2.1100,10.8300,3.5800,1.3000
-27.0422,22.1436,0.0010,10.6100,7.5200,1.4900,9.2400,2.3200,1.1100
-27.2808,22.2181,0.0010,12.7900,7.3300,1.7300,15.3600,3.0700,1.3400
-27.5358,22.3389,0.0010,18.9200,9.5200,3.0200,17.6500,4.4300,2.2400
-27.6844,22.5128,0.0010,13.7300,8.1300,2.2500,10.9600,3.7600,1.6000
-27.8719,22.6092,0.0010,32.0100,91.3600,6.2400,17.9400,5.5200,2.6700
-27.9244,22.7722,0.0010,40.5500,96.6300,5.7300,29.6200,15.3800,5.4600
-27.9086,22.9614,0.0010,36.2400,89.5600,8.9900,27.9800,8.8600,3.7700
-27.9661,23.0353,0.0010,47.4100,94.8100,18.7300,42.3200,12.9200,5.9700
-27.5833,21.9981,0.0010,31.8800,104.3300,9.1900,31.3200,6.2700,2.3200
-27.1714,21.8739,0.0010,28.1700,121.2600,4.4500,55.7600,1.6000,1.6800
-27.0831,21.2906,0.0010,30.3200,169.6200,5.4700,36.2000,3.4700,1.8400
-27.2575,21.4425,0.0010,28.5200,110.6300,4.3800,22.4100,3.4800,1.8000
-27.3736,21.3983,0.0010,33.2900,165.3000,5.4700,31.1200,2.9200,1.8000
-27.6142,21.3547,0.0010,29.1100,109.2800,4.3000,20.9700,4.9600,1.6600
-28.0808,21.1544,0.0010,58.5400,128.3300,15.2500,77.1500,15.3900,6.8500
-28.4147,21.2494,0.0010,46.2800,114.1500,9.8700,64.1900,10.9400,3.9500
-28.4264,21.3142,0.0010,45.4500,110.1700,8.3200,45.6900,8.3700,3.2000
-27.7767,20.8342,0.0010,29.9900,108.6500,3.6800,27.2000,3.1500,1.6300
-27.2306,20.7939,0.0010,32.5900,122.0900,4.3600,21.8000,3.3200,1.7600
-27.9731,20.7528,0.0010,28.8300,110.6400,4.1600,25.2900,3.5900,1.5200
-26.2919,20.5839,0.0010,37.7300,117.3000,3.9700,70.7500,5.7500,2.3900
-26.107,20.4869,0.0010,44.0700,113.8000,6.2800,41.5700,9.8100,3.7900
-26.2286,20.8058,0.0010,31.7000,111.3500,5.0700,22.6900,3.2500,1.7700
-25.9339,20.5839,0.0010,31.4400,118.1300,4.1200,29.7500,4.2900,1.9900
-25.7778,20.6611,0.0010,29.5000,122.9000,2.9200,19.5700,2.4300,1.6900
-25.5861,20.4043,0.0010,31.6500,126.1900,4.6600,29.4100,4.6500,2.1200
-25.4769,20.5575,0.0010,36.8900,128.1300,6.4000,50.9700,10.7700,3.6100
-25.2986,20.53,0.0010,37.4000,141.7500,7.6100,54.2800,8.5400,2.8000
-25.1347,20.3839,0.0010,5.6200,5.9000,2.2800,15.5900,3.8300,2.1000
-27.0311,20.5111,0.0010,10.0900,6.4300,3.8300,16.0900,4.6400,2.1500
-26.8789,20.0942,0.0010,29.6900,36.5700,10.9100,51.3100,21.3100,12.7300
-27.9622,20.0611,0.0010,1.3600,4.1100,2.9900,12.6700,2.9400,1.2600
-26.7644,20.2325,0.0010,4.7700,6.4100,5.6200,20.3200,4.3100,2.1100
-26.7464,20.3144,0.0010,14.5300,7.2700,4.5300,18.8900,6.1100,2.5800
-26.5375,20.5375,0.0010,8.6200,20.8700,4.5700,31.0600,57.4900,10.1400
-27.4572,20.7297,0.0010,3.2800,4.1500,2.4900,8.0900,2.6500,1.1500
-28.1139,20.9514,0.0010,29.8800,22.6200,10.9900,42.3600,19.6200,9.5500
-28.2067,20.6456,0.0010,19.3100,15.5700,9.7900,37.4200,10.9500,6.2600
-28.2347,20.3933,0.0010,22.8800,12.8900,6.4600,32.2400,12.0800,4.1400
-28.2728,20.537,0.0010,29.5500,18.3100,6.7800,45.8200,12.5600,5.1300
-28.3922,20.6142,0.0010,49.3000,24.7900,12.4700,64.5500,22.0700,8.5100
-28.7019,20.5803,0.0010,37.0200,17.3100,7.9900,43.1200,12.8200,5.0100
-28.5056,20.3386,0.0010,22.9500,12.1500,7.5100,24.4300,8.2300,2.7100
-28.8175,20.4178,0.0010,30.3800,15.5200,6.1700,30.2900,10.7900,4.7700
-28.7406,20.5167,0.0010,44.3800,22.0200,11.0700,62.6900,21.7700,8.4900
-28.8192,21.0339,0.0010,22.2100,13.6600,4.5100,29.2900,8.4400,3.4600
-28.6653,21.2867,0.0010,53.6100,25.2200,11.0500,68.8800,21.4400,9.5100
-28.9161,21.7478,0.0010,38.4300,18.2600,6.4200,43.6700,12.4600,4.3600
-28.8417,21.8503,0.0010,37.1800,16.6800,5.4700,36.4200,11.4500,4.3200
-28.9181,22.1589,0.0010,12.2600,8.6800,1.2900,8.7400,3.4000,1.3100
-28.9244,22.4489,0.0010,23.1500,12.0300,2.7000,20.1500,5.7200,2.1100
-28.675,22.8078,0.0010,46.4800,37.4000,9.9700,53.8800,19.6700,9.0800
-28.6672,22.3864,0.0010,14.6400,8.4500,2.0300,10.2600,3.9000,1.5300
-28.4931,22.6153,0.0010,18.4200,13.0800,3.9300,12.9300,7.3400,2.0800
-28.4456,22.8408,0.0010,37.9900,25.2700,4.0700,31.4300,17.1900,8.7600
-28.4206,23.3539,0.0010,50.4600,19.0300,4.8700,22.6000,13.0400,7.1400
-28.4867,23.6811,0.0010,13.5700,10.8500,1.5200,8.5300,3.8500,1.6600
-28.5503,23.5614,0.0010,48.8700,24.6900,7.3700,44.4300,20.8100,7.9800
-28.5503,23.5614,0.0010,31.7300,16.3300,4.7300,33.0900,9.2900,3.5100
-28.7864,23.7064,0.0010,22.3500,30.3200,3.9700,24.0800,10.4400,6.2700
-28.0036,23.6031,0.0010,25.5100,13.5000,3.7700,28.2200,7.1300,2.3700
-27.7475,23.6567,0.0010,40.4200,21.1200,5.6100,52.5300,10.3600,7.2500
-27.7169,23.5486,0.0010,38.3000,20.9600,4.4200,16.9500,9.2500,4.9100
-27.3833,23.37,0.0010,25.2900,13.2800,4.3100,16.8700,5.6900,2.2400
-27.3147,23.6086,0.0010,19.3000,13.0700,2.3800,13.7100,4.8300,2.5400
-27.1856,23.3969,0.0010,18.3500,9.1900,1.8700,12.6500,3.0400,1.3500
-27.0825,23.2431,0.0010,14.5000,8.5800,1.7900,9.2100,2.6200,1.3600
-26.7831,23.3561,0.0010,15.9500,9.2500,3.0700,11.7100,3.6200,1.9600
-26.8786,23.6533,0.0010,21.0900,11.8200,3.4400,12.2000,4.8200,2.4500
-27.0739,23.8525,0.0170,15.5500,7.2900,2.9500,10.9500,3.3100,1.6400
-27.1339,23.9972,0.0170,36.6400,13.5300,5.5000,21.1400,8.0700,2.9900
-27.1072,24.2819,0.0190,50.9300,21.9000,5.3400,36.2100,26.5500,8.4300
-26.1386,28.3608,0.0000,90.1700,20.4900,17.8700,27.3400,18.2300,1.2900
-26.4083,28.3564,0.0000,93.4500,55.7700,21.7200,54.6200,34.3000,15.0300
-26.7392,28.287,0.0000,28.6800,10.3200,6.9500,16.3200,6.1700,2.7800
-26.5183,28.6692,0.0000,42.9300,9.4400,12.7400,53.3500,7.5100,3.4100
-26.3847,28.7703,0.0000,187.9700,103.6000,12.6600,87.7200,46.5000,40.0300
-26.1931,29.3197,0.0000,33.8400,11.7500,9.2500,18.7400,7.6300,3.9800
-26.2892,29.1364,0.0000,37.6200,11.7800,9.0400,29.8600,9.5900,6.3800
-26.7217,29.3875,0.0000,131.9700,123.7400,16.0800,65.2200,46.9500,40.5300
-24.0386,28.0233,0.0000,29.1400,11.3600,20.1300,21.2200,5.3900,5.1400
-23.6886,27.7653,0.0000,23.9200,11.4100,6.2300,21.0200,5.1300,2.4400
-23.3633,27.6761,0.0000,46.1100,23.6700,20.1300,172.9100,8.0600,6.8200
-23.4961,27.3931,0.0000,44.2700,16.2200,4.4000,22.1300,6.8800,4.3600
-23.9631,27.61,0.0000,18.3300,17.1400,6.3200,15.4300,3.4000,1.2100
-23.915,27.3722,0.0000,30.8500,19.1000,4.3600,14.4900,10.1400,8.1700
-24.0614,27.3528,0.0000,53.2900,21.0500,30.6200,193.4100,21.9100,10.0600
-24.2517,27.3289,0.0000,105.6300,61.8800,19.1800,59.3500,33.5300,19.0900
-24.2739,27.4842,0.0000,53.6100,9.2400,11.5900,74.3900,2.5500,2.6400
-24.7694,27.3228,0.0000,877.8900,197.5100,5.5700,37.4800,15.2800,35.3900
-24.6831,27.4981,0.0000,80.4400,18.1300,17.1300,35.0000,6.2300,6.3900
-24.7258,27.4361,0.0000,224.1800,78.0100,15.5000,37.7300,22.0100,19.3100
-24.9356,26.6992,0.0000,177.6000,43.5900,11.4200,24.1300,15.3100,13.3300
-25.0936,26.7272,0.0000,112.9900,49.4100,9.7300,47.2400,7.9800,6.7800
-25.0986,26.3564,0.0000,682.2700,579.0500,4.3200,47.4000,34.4600,45.4800
-25.1861,26.2431,0.0000,366.0300,212.3900,13.0300,79.0400,52.5800,29.7600
-25.3439,26.1836,0.0000,192.6200,83.3700,13.1800,58.7100,34.8600,19.5300
-25.6575,25.82,0.0000,73.2700,27.9500,8.3900,30.4500,10.0500,5.7900
-25.9075,25.78,0.0000,40.5600,23.0900,6.1400,65.7700,10.9200,7.0600
-25.945,25.4692,0.0000,28.5700,9.4100,6.0600,36.1700,2.4900,2.3900
-26.2253,25.18,0.0000,23.1000,11.6600,8.5600,96.4300,4.1900,2.3700
-26.5592,24.8878,0.0000,41.7600,21.5200,4.5400,19.3400,11.4200,3.6300
-26.5414,25.3003,0.0000,47.6200,28.2500,7.2900,21.6200,10.7700,6.4700
-26.8244,25.2364,0.0000,35.5600,14.2100,16.8200,74.3200,5.6400,2.8600
-27.1564,25.4267,0.0000,86.8200,25.6700,5.2400,31.7600,12.0400,6.0300
-27.0433,25.6345,0.0000,63.8900,24.4500,21.2300,195.5700,9.5900,5.2400
-27.1406,25.9678,0.0000,55.8100,17.3700,14.3400,58.3200,10.7000,2.8900
-26.7578,25.8378,0.0000,62.3300,23.5600,6.2500,27.7400,10.9400,6.4400
-26.3194,25.6556,0.0000,37.9600,20.6000,10.7800,42.7500,9.0500,7.5600
-26.0303,25.9197,0.0000,38.1800,13.9300,6.1600,17.6600,5.4000,5.2900
-26.3922,26.3542,0.0000,68.7800,24.8300,26.3700,100.1900,8.3700,10.9700
-26.5675,26.2672,0.0000,53.0000,17.8200,8.0700,33.8300,6.2900,7.6100
-26.7911,26.3386,0.0000,40.9800,24.5600,6.8700,26.2400,24.8700,9.4200
-26.6861,26.6097,0.0000,87.1200,55.5000,9.0100,56.9700,30.7100,18.0000
-26.7994,26.9197,0.0000,101.7300,41.0000,20.0800,151.0900,27.7000,14.6500
-26.4503,27.1131,0.0000,60.6000,27.2700,19.8000,55.2900,10.9500,8.3400
-26.1019,27.4433,0.0000,79.6600,27.1200,19.8400,54.4200,13.1400,9.4400
-25.6278,26.9267,0.0000,171.9500,66.2800,15.2400,97.4800,14.2700,9.4800
-25.5208,27.3881,0.0000,98.4500,70.5200,15.6600,127.2700,221.8400,51.5400
-25.2542,27.265,0.0000,37.2300,11.6000,20.4000,88.9200,11.8100,4.7400
-24.5386,29.4787,0.8620,24.4900,10.9200,16.4500,30.7000,27.1600,5.3000
-31.7856,28.9481,0.0000,12.2700,6.4300,15.1400,27.2900,7.1900,4.5800
-31.8939,28.9472,0.0000,78.6200,24.3800,11.4900,23.8600,34.2100,21.8200
-33.3178,20.3281,0.0000,1.5000,11.3500,145.5800,36.1800,66.4200,88.3300
-33.1958,20.5881,0.0000,2.3900,30.2600,148.9100,32.3600,50.3800,74.5400
-33.1136,21.2708,0.0000,1.3300,8.1900,110.0100,70.7000,31.4500,80.0600
-33.0992,20.2553,0.0010,1.6300,10.7700,232.7600,43.1800,58.2500,88.1600
-33.0819,20.1564,0.0010,1.5700,12.7900,159.4000,41.6500,36.4100,129.4700
-33.6267,20.3075,0.0010,13.4900,7.0400,13.4100,35.3500,7.3500,3.1800
-33.5869,20.5,0.0010,20.4100,17.0400,16.6300,52.8400,10.9900,6.5600
-33.6745,20.7017,0.0010,2.0200,3.7000,80.6400,36.8400,52.4500,47.0100
-33.5697,20.8053,0.0000,6.0800,46.6300,63.9400,59.1200,70.4600,44.1200
-33.5683,20.8075,0.0010,5.0900,14.8100,131.6400,82.7800,94.9000,20.5200
-33.8508,20.8442,0.0000,2.8900,49.0200,160.1900,53.2100,41.6200,112.8100
-32.7475,21.4594,0.0000,2.0600,11.6900,266.2600,32.5200,38.4500,108.1700
-32.8181,21.6272,0.0000,14.1900,13.3600,21.9000,63.1400,15.6000,6.2500
-32.1044,21.2347,0.0000,2.7700,31.0200,247.7600,26.7100,77.2700,121.1100
-32.36,21.2339,0.0000,2.2100,125.0700,112.4800,24.8100,107.9700,134.9400
-32.4653,21.1706,0.0000,2.2300,44.7000,116.5600,45.4700,75.0000,100.6800
-32.4011,20.7595,0.0000,2.7800,67.7800,29.5000,39.7000,265.8900,138.7700
-32.6139,20.75,0.0000,17.2400,11.5100,6.9500,60.2400,23.1800,6.3800
-32.4333,20.1464,0.0000,18.6700,14.6800,12.9500,70.2200,19.7000,7.9300
-32.8944,20.6361,0.0000,3.2900,13.0300,113.0000,29.5900,50.1600,46.3900
-32.3264,23.735,0.0000,2.4600,39.0200,129.6000,39.8300,54.6500,81.1100
-32.1047,23.6722,0.0000,2.3100,22.3900,154.5700,57.6800,47.1800,73.6500
-32.0881,23.2125,0.0000,38.5800,18.0200,12.3000,63.7300,17.5100,8.4500
-32.3222,23.2386,0.0000,3.7300,35.0300,145.7000,38.6200,66.8700,80.5600
-32.6222,23.5622,0.0000,3.9700,4.1000,100.4400,36.2400,34.0000,53.6400
-32.9045,23.8642,0.0000,2.7700,2.5300,117.5600,58.1700,43.9500,70.9600
-32.9447,23.3594,0.0000,42.6100,17.8600,16.0700,70.0300,17.1900,8.6200
-32.5764,23.2425,0.0000,28.3200,14.3100,11.9600,57.5800,14.2600,5.9300
-32.5561,23.0103,0.0000,58.7200,23.8900,15.0800,82.1900,26.7400,11.5400
-32.8544,22.5753,0.0000,3.6300,24.2500,140.6300,49.8100,52.3400,82.0800
-32.5617,22.83,0.0000,13.6300,79.6700,313.8400,67.0500,68.3600,123.2800
-32.2322,22.6814,0.0010,9.5400,45.2300,157.3800,31.2000,64.4400,105.4000
-32.1125,22.8719,0.0010,4.2400,39.0400,131.5100,18.3600,62.1800,104.4500
-32.0861,22.4036,0.0000,76.8000,28.2200,10.8800,56.4000,28.9200,11.4300
-33.5197,23.7072,0.0000,1.5900,19.8800,60.7900,17.6600,47.3200,42.4400
-33.3533,23.5311,0.0000,1.4300,22.0600,119.8600,60.0200,49.1700,75.6600
-33.3217,23.1861,0.0000,1.7200,47.3600,124.4500,34.4100,55.9300,89.2200
-33.2269,23.1828,0.0000,26.3400,18.6900,20.7800,91.1800,12.9400,8.1400
-33.2467,23.7847,0.0000,1.3400,14.0900,64.3900,21.6000,40.5400,77.4700
-33.1314,23.3286,0.0000,1.4600,33.4900,174.5200,37.4400,50.1800,114.3500
-33.1647,22.117,0.0000,28.4500,16.2800,22.0600,85.9800,21.2100,5.9900
-33.1633,22.2294,0.0000,0.3300,16.9800,258.7100,62.7300,38.2100,121.0600
-33.272,22.3372,0.0010,1.2900,36.1300,173.8400,42.6500,82.5900,106.4300
-33.3636,22.7145,0.0000,0.2500,30.9200,118.6300,20.4700,38.3400,123.3000
-33.6031,18.9861,0.0000,3.0300,8.8800,82.1000,25.6900,43.1900,16.9100
-34.1658,18.3953,0.0000,3.1900,1.2600,2.6800,27.9000,3.4400,0.2100
-33.1764,18.6833,0.0010,3.3400,0.0000,108.4600,27.1400,35.8500,74.3800
-33.0642,18.1236,0.0000,4.6000,0.9700,2.9200,12.6500,1.2300,0.2400
-33.1583,18.1578,0.0000,7.9700,1.0400,2.8600,19.9700,1.1900,0.2500
-33.4367,18.7897,0.0000,19.2800,15.7200,21.4000,69.7600,18.6900,16.0400
-33.7014,18.7064,0.0000,4.8300,2.6300,10.1000,15.2300,3.0900,0.8000
-32.9456,19.2864,0.0000,25.2000,7.3300,12.1500,24.7900,4.5600,3.8800
-32.8869,19.7736,0.0160,3.0900,25.5800,200.8100,57.8600,75.4500,91.4400
-32.4942,19.6831,0.0010,2.1800,79.8400,227.9500,134.9900,89.8100,175.6400
-32.0531,19.7072,0.0010,2.7400,50.0300,169.0200,38.0300,69.1300,133.2400
-32.9011,18.7994,0.0000,2.4700,5.3900,98.9500,65.5300,67.2600,38.6400
-32.8856,18.0319,0.0000,7.1500,1.4700,4.2900,14.3700,1.8500,0.5400
-31.9297,19.8208,0.0000,2.9000,87.5500,116.0600,26.9900,42.6000,133.6300
-31.8953,19.52,0.0000,4.4200,14.5600,79.1500,60.3000,43.1300,70.4700
-31.5783,19.357,0.0000,4.3100,178.1000,132.1200,106.8400,122.1600,187.2300
-31.5808,19.7344,0.0000,39.3200,18.5300,20.9900,69.0600,24.3000,12.5300
-31.675,19.8172,0.0000,2.7900,38.8400,134.0100,70.7800,79.7200,147.2900
